1|3|1|4|2|14|2|13|1|3|0|0|1|2|1|2|0|0|1|3|2|11
2|9|1|3|1|4|2|14|2|13|1|3|0|0|1|2|1|2|0|0|1|3
1|7|2|9|1|3|1|4|2|14|2|13|1|3|0|0|1|2|1|2|0|0
1|6|1|7|2|9|1|3|1|4|2|14|2|13|1|3|0|0|1|2|1|2
1|3|1|6|1|7|2|9|1|3|1|4|2|14|2|13|1|3|0|0|1|2
1|7|1|3|1|6|1|7|2|9|1|3|1|4|2|14|2|13|1|3|0|0
2|13|1|7|1|3|1|6|1|7|2|9|1|3|1|4|2|14|2|13|1|3
1|2|2|13|1|7|1|3|1|6|1|7|2|9|1|3|1|4|2|14|2|13
0|0|1|2|2|13|1|7|1|3|1|6|1|7|2|9|1|3|1|4|2|14
1|1|0|0|1|2|2|13|1|7|1|3|1|6|1|7|2|9|1|3|1|4
2|14|1|1|0|0|1|2|2|13|1|7|1|3|1|6|1|7|2|9|1|3
1|7|2|14|1|1|0|0|1|2|2|13|1|7|1|3|1|6|1|7|2|9
1|6|1|7|2|14|1|1|0|0|1|2|2|13|1|7|1|3|1|6|1|7
0|0|1|6|1|7|2|14|1|1|0|0|1|2|2|13|1|7|1|3|1|6
2|9|0|0|1|6|1|7|2|14|1|1|0|0|1|2|2|13|1|7|1|3
1|7|2|9|0|0|1|6|1|7|2|14|1|1|0|0|1|2|2|13|1|7
0|0|1|7|2|9|0|0|1|6|1|7|2|14|1|1|0|0|1|2|2|13
2|12|0|0|1|7|2|9|0|0|1|6|1|7|2|14|1|1|0|0|1|2
2|9|2|12|0|0|1|7|2|9|0|0|1|6|1|7|2|14|1|1|0|0
2|8|2|9|2|12|0|0|1|7|2|9|0|0|1|6|1|7|2|14|1|1
1|7|2|8|2|9|2|12|0|0|1|7|2|9|0|0|1|6|1|7|2|14
2|8|1|7|2|8|2|9|2|12|0|0|1|7|2|9|0|0|1|6|1|7
1|2|2|8|1|7|2|8|2|9|2|12|0|0|1|7|2|9|0|0|1|6
2|8|1|2|2|8|1|7|2|8|2|9|2|12|0|0|1|7|2|9|0|0
1|2|2|8|1|2|2|8|1|7|2|8|2|9|2|12|0|0|1|7|2|9
2|12|1|2|2|8|1|2|2|8|1|7|2|8|2|9|2|12|0|0|1|7
2|9|2|12|1|2|2|8|1|2|2|8|1|7|2|8|2|9|2|12|0|0
1|4|2|9|2|12|1|2|2|8|1|2|2|8|1|7|2|8|2|9|2|12
1|7|1|4|2|9|2|12|1|2|2|8|1|2|2|8|1|7|2|8|2|9
2|10|1|7|1|4|2|9|2|12|1|2|2|8|1|2|2|8|1|7|2|8
0|0|2|10|1|7|1|4|2|9|2|12|1|2|2|8|1|2|2|8|1|7
1|4|0|0|2|10|1|7|1|4|2|9|2|12|1|2|2|8|1|2|2|8
2|13|1|4|0|0|2|10|1|7|1|4|2|9|2|12|1|2|2|8|1|2
2|11|2|13|1|4|0|0|2|10|1|7|1|4|2|9|2|12|1|2|2|8
2|14|2|11|2|13|1|4|0|0|2|10|1|7|1|4|2|9|2|12|1|2
1|7|2|14|2|11|2|13|1|4|0|0|2|10|1|7|1|4|2|9|2|12
0|0|1|7|2|14|2|11|2|13|1|4|0|0|2|10|1|7|1|4|2|9
2|13|0|0|1|7|2|14|2|11|2|13|1|4|0|0|2|10|1|7|1|4
2|13|2|13|0|0|1|7|2|14|2|11|2|13|1|4|0|0|2|10|1|7
2|8|2|13|2|13|0|0|1|7|2|14|2|11|2|13|1|4|0|0|2|10
1|6|2|8|2|13|2|13|0|0|1|7|2|14|2|11|2|13|1|4|0|0
1|4|1|6|2|8|2|13|2|13|0|0|1|7|2|14|2|11|2|13|1|4
1|2|1|4|1|6|2|8|2|13|2|13|0|0|1|7|2|14|2|11|2|13
2|8|1|2|1|4|1|6|2|8|2|13|2|13|0|0|1|7|2|14|2|11
2|8|2|8|1|2|1|4|1|6|2|8|2|13|2|13|0|0|1|7|2|14
2|11|2|8|2|8|1|2|1|4|1|6|2|8|2|13|2|13|0|0|1|7
1|3|2|11|2|8|2|8|1|2|1|4|1|6|2|8|2|13|2|13|0|0
1|5|1|3|2|11|2|8|2|8|1|2|1|4|1|6|2|8|2|13|2|13
2|10|1|5|1|3|2|11|2|8|2|8|1|2|1|4|1|6|2|8|2|13
2|14|2|10|1|5|1|3|2|11|2|8|2|8|1|2|1|4|1|6|2|8
2|14|2|14|2|10|1|5|1|3|2|11|2|8|2|8|1|2|1|4|1|6
1|4|2|14|2|14|2|10|1|5|1|3|2|11|2|8|2|8|1|2|1|4
0|0|1|4|2|14|2|14|2|10|1|5|1|3|2|11|2|8|2|8|1|2
2|12|0|0|1|4|2|14|2|14|2|10|1|5|1|3|2|11|2|8|2|8
0|0|2|12|0|0|1|4|2|14|2|14|2|10|1|5|1|3|2|11|2|8
1|7|0|0|2|12|0|0|1|4|2|14|2|14|2|10|1|5|1|3|2|11
1|2|1|7|0|0|2|12|0|0|1|4|2|14|2|14|2|10|1|5|1|3
1|2|1|2|1|7|0|0|2|12|0|0|1|4|2|14|2|14|2|10|1|5
1|3|1|2|1|2|1|7|0|0|2|12|0|0|1|4|2|14|2|14|2|10
